"","Tract","GEOID","NAME","ChildcareAware-0yr-min","ChildcareAware-1yr-min","ChildcareAware-2-3yr-min","ChildcareAware-4-5yr-min","ChildcareAware-5-12yr-min","ChildcareAware-0yr-avg","ChildcareAware-1yr-avg","ChildcareAware-2-3yr-avg","ChildcareAware-4-5yr-avg","ChildcareAware-5-12yr-avg","ChildcareAware-0yr-max","ChildcareAware-1yr-max","ChildcareAware-2-3yr-max","ChildcareAware-4-5yr-max","ChildcareAware-5-12yr-max"
"1608","51059491301","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1609","51119950900","51119","Middlesex",825.513580498866,742.575598639456,552.099433106576,511.04693877551,520.808333333333,879.000566893424,784.184353741496,648.71156462585,588.709977324263,567.861111111111,943.252324263039,825.73843537415,736.304535147392,676.845918367347,620.134722222222
"1610","51059460900","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1611","51087200907","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1612","51640070102","51640","Galax",455.2,407.6,395.578703703704,391.856481481481,403.173611111111,471.1,422.16,401.759259259259,396.842592592593,403.173611111111,482.4,432.8,407.759259259259,401.484953703704,403.201388888889
"1613","51680000300","51680","Lynchburg",420,420,320,320,320,660,636,516,496,464,796,796,744,652,560
"1614","51161030201","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"1615","51009010201","51009","Amherst",600,500,460,400,400,652,568,508,480,480,704,640,560,560,560
"1616","51087200139","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1617","51760041600","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1618","51089010400","51089","Henry",520,520,368,348,413.333333333333,520,520,432,424,413.333333333333,520,520,500,500,413.333333333333
"1619","51191010602","51191","Washington",700,700,700,580,240,700,700,700,580,240,700,700,700,580,240
"1620","51121020401","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1621","51059450100","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1622","51041100907","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1623","51019030401","51019","Bedford",560,560,500,500,380,560,560,500,500,380,560,560,500,500,380
"1624","51650010800","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"1625","51153901508","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1626","51127700100","51127","New Kent",756,676,676,596,596,756,676,676,596,596,756,676,676,596,596
"1627","51059481102","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1628","51840000202","51840","Winchester",760,760,740,600,280,812,784,744,680,508,840,800,760,720,864
"1629","51153901227","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1630","51041100805","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1631","51165010700","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"1632","51013101803","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1633","51191011000","51191","Washington",700,700,700,580,240,700,700,700,580,240,700,700,700,580,240
"1634","51087200135","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1635","51087200150","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1636","51153901236","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1637","51003011303","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1638","51059432800","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1639","51153901306","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1640","51700032225","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"1641","51810046014","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1642","51165011600","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"1643","51023040303","51023","Botetourt",760,580,540,540,447.533333333333,760,668,548,548,448.822222222222,760,760,560,560,450.933333333333
"1644","51165011200","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"1645","51153901232","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1646","51810041400","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1647","51003010302","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1648","51065020101","51065","Fluvanna",836.275833333333,764.359166666667,600,600,540.383333333333,914.4,835.483333333333,600,600,584.25,992.633333333333,910.05,600,600,626.25
"1649","51177020202","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"1650","51195931400","51195","Wise",595,560,543.333333333333,513.333333333333,468.333333333333,596.666666666667,562.666666666667,545,516.666666666667,470,600,566.666666666667,546.666666666667,520,471.666666666667
"1651","51085320300","51085","Hanover",880,832,640,472,420,996,916,780,660,600,1196,980,904,800,760
"1652","51179010308","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1653","51107611029","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1654","51025930201","51025","Brunswick",737.841041732804,709.787992791005,484,484,505.014308767952,855.668849206349,811.991117724868,484,484,584.329359410431,983.842466931217,936.115218253968,484,484,661.236765306122
"1655","51113930102","51113","Madison",720,600,600,600,526.75,720,600,600,600,566.25,720,600,600,600,607.5
"1656","51800075701","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"1657","51153900301","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1658","51117930103","51117","Mecklenburg",612.638518518518,562.268148148148,500,500,446.074074074074,700.444444444444,642.962962962963,500,500,525.777777777778,803.407407407407,749.111111111111,500,500,600
"1659","51073100301","51073","Gloucester",845.158222222222,748.002666666667,636.711111111111,590.18,507.68,911.888888888889,831.866666666667,734.533333333333,674.844444444444,584.8,993.044444444444,907.766666666667,836.811111111111,773.7,671.28
"1660","51069051102","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"1661","51013103601","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1662","51087200415","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1663","51147930301","51147","Prince Edward",657.846240079365,616.035724206349,517.035142857143,487.203714285714,471.076388888889,770.511904761905,719.046626984127,613.998285714286,580.136285714286,557.020833333333,884.19246031746,835.806547619048,701.954571428571,674.836857142857,636.294642857143
"1664","51149850100","51149","Prince George",766.462666666667,741.973777777778,573.045833333333,550.404166666667,524.233333333333,940.666666666667,892.311111111111,739.908333333333,713.754166666667,644.833333333333,1177.65555555556,1101.1,943.554166666667,952.3875,791.566666666667
"1665","51195931100","51195","Wise",595,560,543.333333333333,513.333333333333,468.333333333333,596.666666666667,562.666666666667,545,516.666666666667,470,600,566.666666666667,546.666666666667,520,471.666666666667
"1666","51145500400","51145","Powhatan",580,560,540,500,520,688,668,664,604,528,800,780,740,720,540
"1667","51121021300","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1668","51121020202","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1669","51161030100","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"1670","51810045807","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1671","51121020500","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1672","51003011101","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1673","51107611202","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1674","51690000400","51690","Martinsville",540,520,500,480,480,540,520,500,480,480,540,520,500,480,480
"1675","51165010301","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"1676","51153900601","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1677","51153901208","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1678","51550021013","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1679","51550020912","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1680","51155210101","51155","Pulaski",519.466666666667,486.4,500,500,500,609.066666666667,569.973333333333,500,500,500,674.933333333333,633.866666666667,500,500,500
"1681","51710003800","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"1682","51089011300","51089","Henry",520,520,368,348,413.333333333333,520,520,432,424,413.333333333333,520,520,500,500,413.333333333333
"1683","51099040400","51099","King George",780,760,184.6,313.84,486.666666666667,780,760,432,464,545.333333333333,780,760,680,620,606.666666666667
"1684","51199050401","51199","York",813.33937281746,730.30943234127,628.41263640873,578.119944940476,490.980423280423,906.17876984127,836.475257936508,734.315758928571,673.671609623016,574.23897707231,1015.08906746032,941.491845238095,849.456669146826,784.521450892857,671.005996472663
"1685","51023040501","51023","Botetourt",760,580,540,540,447.533333333333,760,668,548,548,448.822222222222,760,760,560,560,450.933333333333
"1686","51121021101","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1687","51137110108","51137","Orange",700,700,512,512,532,840,748,644,596,544,980,800,760,688,560
"1688","51161030803","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"1689","51630000202","51630","Fredericksburg",696.666666666667,636,387.333333333333,379.333333333333,436,838,741.333333333333,606.666666666667,576,546.666666666667,963,838.666666666667,745.333333333333,732,660
"1690","51041100510","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1691","51089010100","51089","Henry",520,520,368,348,413.333333333333,520,520,432,424,413.333333333333,520,520,500,500,413.333333333333
"1692","51073100202","51073","Gloucester",845.158222222222,748.002666666667,636.711111111111,590.18,507.68,911.888888888889,831.866666666667,734.533333333333,674.844444444444,584.8,993.044444444444,907.766666666667,836.811111111111,773.7,671.28
"1693","51550021014","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1694","51067020600","51067","Franklin",440,440,360,360,360,960,900,644,576,360,1480,1360,932,792,360
"1695","51775010100","51775","Salem",720,620,560,560,468,1224,1112,808,712,556,1480,1360,932,792,620
"1696","51161030701","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"1697","51125950102","51125","Nelson",671.536388888889,623.341944444444,537.933333333333,472.6,443.138888888889,736.333333333333,686.472222222222,624.8,576.066666666667,495.027777777778,799.055555555556,752.083333333333,698.866666666667,672.466666666667,543.75
"1698","51153900804","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1699","51179010306","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1700","51015071201","51015","Augusta",700,700,680,660,465,700,700,680,660,484.333333333333,700,700,680,660,504
"1701","51107611005","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1702","51021040100","51021","Bland",440,400,380,380,420,440,400,380,380,420,440,400,380,380,420
"1703","51191010200","51191","Washington",700,700,700,580,240,700,700,700,580,240,700,700,700,580,240
"1704","51179010107","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1705","51013103800","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1706","51001090600","51001","Accomack",600,600,560,560,560,600,600,560,560,560,600,600,560,560,560
"1707","51059480302","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1708","51800075803","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"1709","51121020702","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1710","51650010315","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"1711","51025930301","51025","Brunswick",737.841041732804,709.787992791005,484,484,505.014308767952,855.668849206349,811.991117724868,484,484,584.329359410431,983.842466931217,936.115218253968,484,484,661.236765306122
"1712","51031020401","51031","Campbell",560,500,440,420,440,608,544,500,472,500,704,640,560,560,560
"1713","51760010401","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1714","51109950301","51109","Louisa",805.784479166667,743.044895833333,578.75,517.25,513.047916666667,895.55,803.935416666667,683.5,624.5,567.697916666667,998.704166666667,862.75625,765,729.5,620.78125
"1715","51680001602","51680","Lynchburg",420,420,320,320,320,660,636,516,496,464,796,796,744,652,560
"1716","51081880101","51081","Greensville",783.54,766.873333333333,490.375,489.125,502.333333333333,904,867.333333333333,527.25,521.625,555,1030.66666666667,990,559.625,552.625,605
"1717","51143010804","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"1718","51153901503","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1719","51087201405","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1720","51059491404","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1721","51810045801","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1722","51540001000","51540","Charlottesville",1100,1040,900,900,404,1304,1268,1168,900,441.333333333333,1590,1590,1590,900,480
"1723","51013102003","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1724","51510201601","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"1725","51153901223","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1726","51153901412","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1727","51041100938","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1728","51015070500","51015","Augusta",700,700,680,660,465,700,700,680,660,484.333333333333,700,700,680,660,504
"1729","51013100500","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1730","51650011600","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"1731","51087201602","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1732","51073100302","51073","Gloucester",845.158222222222,748.002666666667,636.711111111111,590.18,507.68,911.888888888889,831.866666666667,734.533333333333,674.844444444444,584.8,993.044444444444,907.766666666667,836.811111111111,773.7,671.28
"1733","51059470800","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1734","51001090402","51001","Accomack",600,600,560,560,560,600,600,560,560,560,600,600,560,560,560
"1735","51810045421","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1736","51041100814","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1737","51107610601","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1738","51550020805","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1739","51087201204","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1740","51670980100","51670","Hopewell",763.616444444444,737.823851851852,586.824305555555,560.617361111111,527.883333333333,946.777777777778,896.474074074074,775.351388888889,745.775694444445,659.805555555556,1202.1537037037,1119.61666666667,1007.54236111111,1019.01458333333,822.661111111111
"1741","51119951000","51119","Middlesex",825.513580498866,742.575598639456,552.099433106576,511.04693877551,520.808333333333,879.000566893424,784.184353741496,648.71156462585,588.709977324263,567.861111111111,943.252324263039,825.73843537415,736.304535147392,676.845918367347,620.134722222222
"1742","51775010502","51775","Salem",720,620,560,560,468,1224,1112,808,712,556,1480,1360,932,792,620
"1743","51083930500","51083","Halifax",571.536388888889,513.341944444444,510,410,428.972222222222,640.333333333333,577.805555555556,508,408,498.083333333333,737.722222222222,678.083333333333,510,410,563.75
"1744","51087200123","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1745","51520020100","51520","Bristol",440,420,420,380,380,460,452,440,420,400,500,500,460,460,420
"1746","51630000201","51630","Fredericksburg",696.666666666667,636,387.333333333333,379.333333333333,436,838,741.333333333333,606.666666666667,576,546.666666666667,963,838.666666666667,745.333333333333,732,660
"1747","51041100405","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1748","51760040202","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1749","51153900701","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1750","51179010406","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1751","51089011100","51089","Henry",520,520,368,348,413.333333333333,520,520,432,424,413.333333333333,520,520,500,500,413.333333333333
"1752","51041100403","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1753","51051040100","51051","Dickenson",600,560,540,520,500,600,560,540,520,500,600,560,540,520,500
"1754","51153901219","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1755","51185020500","51185","Tazewell",548,524,504,472,407.25,548,524,504,472,407.25,548,524,504,472,407.25
"1756","51059440800","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1757","51199050900","51199","York",813.33937281746,730.30943234127,628.41263640873,578.119944940476,490.980423280423,906.17876984127,836.475257936508,734.315758928571,673.671609623016,574.23897707231,1015.08906746032,941.491845238095,849.456669146826,784.521450892857,671.005996472663
"1758","51810046222","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1759","51059451501","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1760","51121020900","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1761","51650010104","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"1762","51001090201","51001","Accomack",600,600,560,560,560,600,600,560,560,560,600,600,560,560,560
"1763","51015071202","51015","Augusta",700,700,680,660,465,700,700,680,660,484.333333333333,700,700,680,660,504
"1764","51107611018","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1765","51089010200","51089","Henry",520,520,368,348,413.333333333333,520,520,432,424,413.333333333333,520,520,500,500,413.333333333333
"1766","51059471301","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1767","51003010201","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1768","51760070400","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1769","51015070200","51015","Augusta",700,700,680,660,465,700,700,680,660,484.333333333333,700,700,680,660,504
"1770","51155210300","51155","Pulaski",519.466666666667,486.4,500,500,500,609.066666666667,569.973333333333,500,500,500,674.933333333333,633.866666666667,500,500,500
"1771","51059461605","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1772","51107610604","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1773","51041100921","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1774","51059482400","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1775","51019030103","51019","Bedford",560,560,500,500,380,560,560,500,500,380,560,560,500,500,380
"1776","51775010501","51775","Salem",720,620,560,560,468,1224,1112,808,712,556,1480,1360,932,792,620
"1777","51023040301","51023","Botetourt",760,580,540,540,447.533333333333,760,668,548,548,448.822222222222,760,760,560,560,450.933333333333
"1778","51013980200","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1779","51810046020","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1780","51167030402","51167","Russell",600,560,540,520,500,600,560,540,520,500,600,560,540,520,500
"1781","51013100100","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1782","51700031702","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"1783","51047930101","51047","Culpeper",900,736,500,500,515,908,808,700,604,601,920,880,880,800,690
"1784","51059480301","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1785","51087200905","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1786","51810046204","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1787","51173030400","51173","Smyth",400,400,360,360,376.25,400,400,360,360,376.25,400,400,360,360,376.25
"1788","51790000401","51790","Staunton",840,540,520,520,465,840,668,640,640,484.333333333333,840,800,760,760,504
"1789","51019030404","51019","Bedford",560,560,500,500,380,560,560,500,500,380,560,560,500,500,380
"1790","51067020102","51067","Franklin",440,440,360,360,360,960,900,644,576,360,1480,1360,932,792,360
"1791","51153900801","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1792","51107611901","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1793","51710005901","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"1794","51089010700","51089","Henry",520,520,368,348,413.333333333333,520,520,432,424,413.333333333333,520,520,500,500,413.333333333333
"1795","51107611009","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1796","51187020500","51187","Warren",540,500,500,480,420,552,544,528,504,448,560,560,540,520,480
"1797","51153901421","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1798","51153901506","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1799","51059482504","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1800","51003010202","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1801","51760070803","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1802","51137110104","51137","Orange",700,700,512,512,532,840,748,644,596,544,980,800,760,688,560
"1803","51041100509","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1804","51011040101","51011","Appomattox",526.666666666667,473.333333333333,406.666666666667,380,386.666666666667,640,582.666666666667,508,482.666666666667,481.333333333333,734.666666666667,692,621.333333333333,590.666666666667,560
"1805","51550021016","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1806","51041100931","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1807","51147930204","51147","Prince Edward",657.846240079365,616.035724206349,517.035142857143,487.203714285714,471.076388888889,770.511904761905,719.046626984127,613.998285714286,580.136285714286,557.020833333333,884.19246031746,835.806547619048,701.954571428571,674.836857142857,636.294642857143
"1808","51059420400","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1809","51191010401","51191","Washington",700,700,700,580,240,700,700,700,580,240,700,700,700,580,240
"1810","51153901704","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1811","51087201205","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1812","51153901504","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1813","51059430901","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1814","51690000200","51690","Martinsville",540,520,500,480,480,540,520,500,480,480,540,520,500,480,480
"1815","51153901225","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1816","51165010500","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"1817","51193010101","51193","Westmoreland",809.897334224166,727.815818999028,421.046011499838,413.743819241983,518.746619047619,852.878988500162,742.797060252672,557.184936831876,510.423769031422,548.043968253968,901.141352850664,758.76684888241,665.731908001296,614.415925655977,580.45776984127
"1818","51710001200","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"1819","51810040801","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1820","51179010212","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1821","51760020502","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1822","51059491705","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1823","51003010604","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1824","51810046213","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1825","51087200502","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1826","51770000100","51770","Roanoke",220,220,192,200,340,1084,980,708,656,516,1480,1360,932,860,640
"1827","51810045808","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1828","51059450800","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1829","51770002900","51770","Roanoke",220,220,192,200,340,1084,980,708,656,516,1480,1360,932,860,640
"1830","51620090100","51620","Franklin",440,440,360,360,360,960,900,644,576,360,1480,1360,932,792,360
"1831","51770000601","51770","Roanoke",220,220,192,200,340,1084,980,708,656,516,1480,1360,932,860,640
"1832","51550021011","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
